	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
1626	Mineral	MT	3	17.7	0.0	32.9	397.0	366.0
1627	Missoula	MT	39	14.9	5.4	16.7	5598.0	3326.0
1628	Musselshell	MT	2	17.6	13.4	22.7	494.0	601.0
1629	Park	MT	6	12.5	4.5	22.3	1744.0	1501.0
1630	Petroleum	MT	0	11.9	0.0	0.0	47.0	33.0
1631	Phillips	MT	1	15.9	0.0	17.4	487.0	553.0
1632	Pondera	MT	4	17.6	10.0	0.0	779.0	740.0
1633	Powder River	MT	1	11.0	0.0	0.0	174.0	218.0
1634	Powell	MT	3	16.2	5.4	23.1	634.0	692.0
1635	Prairie	MT	1	12.3	0.0	0.0	107.0	168.0
1636	Ravalli	MT	17	14.0	7.6	15.8	2098.0	1683.0
1637	Richland	MT	4	13.1	4.3	0.0	1053.0	1025.0
1638	Roosevelt	MT	4	26.2	11.0	18.4	2013.0	1051.0
1639	Rosebud	MT	2	18.0	14.0	16.2	1648.0	755.0
1640	Sanders	MT	4	17.1	8.5	24.4	1033.0	1072.0
1641	Sheridan	MT	2	12.7	0.0	26.3	311.0	614.0
1642	Silver Bow	MT	46	15.9	4.2	20.4	1906.0	2139.0
1643	Stillwater	MT	5	9.4	2.6	0.0	841.0	711.0
1644	Sweet Grass	MT	2	10.2	15.2	0.0	363.0	386.0
1645	Teton	MT	3	13.7	3.1	14.1	720.0	726.0
1646	Toole	MT	3	14.1	0.0	0.0	529.0	550.0
1647	Treasure	MT	1	12.5	0.0	0.0	62.0	71.0
1648	Valley	MT	1	14.6	4.9	22.2	906.0	967.0
1649	Wheatland	MT	1	20.1	0.0	0.0	264.0	272.0
1650	Wibaux	MT	1	12.7	0.0	0.0	103.0	175.0
1651	Yellowstone	MT	52	12.1	7.4	17.2	5282.0	3541.0
1652	Adams	NE	59	10.1	6.9	7.3	2021.0	1517.0
1653	Antelope	NE	8	11.8	4.3	0.0	789.0	866.0
1654	Arthur	NE	1	9.8	0.0	0.0	50.0	41.0
1655	Banner	NE	1	8.1	0.0	0.0	53.0	54.0
1656	Blaine	NE	1	15.0	0.0	0.0	80.0	56.0
1657	Boone	NE	8	10.0	6.7	0.0	676.0	711.0
1658	Box Butte	NE	11	11.4	6.9	14.1	1621.0	1283.0
1659	Boyd	NE	4	11.6	0.0	0.0	239.0	368.0
1660	Brown	NE	3	11.4	0.0	0.0	398.0	462.0
1661	Buffalo	NE	45	10.4	5.9	13.1	3029.0	1647.0
1662	Burt	NE	15	9.9	5.6	0.0	776.0	1148.0
1663	Butler	NE	15	9.1	3.1	10.9	1071.0	1053.0
1664	Cass	NE	46	6.4	6.6	12.6	3177.0	2054.0
1665	Cedar	NE	12	8.4	8.9	14.2	1146.0	1172.0
1666	Chase	NE	4	10.1	0.0	0.0	474.0	558.0
1667	Cherry	NE	1	12.4	6.0	16.1	753.0	639.0
1668	Cheyenne	NE	8	9.5	8.1	22.5	1217.0	1162.0
1669	Clay	NE	12	10.4	8.3	0.0	832.0	856.0
1670	Colfax	NE	25	9.5	10.0	10.8	1644.0	1064.0
1671	Cuming	NE	17	8.8	5.1	0.0	1313.0	1208.0
1672	Custer	NE	4	12.3	7.5	0.0	1360.0	1660.0
1673	Dakota	NE	77	10.8	7.5	16.0	3712.0	1638.0
1674	Dawes	NE	6	16.0	5.5	17.4	1017.0	908.0
1675	Dawson	NE	24	10.6	10.5	11.2	4187.0	2357.0
1676	Deuel	NE	5	10.0	0.0	0.0	184.0	312.0
1677	Dixon	NE	13	8.9	1.4	0.0	804.0	681.0
1678	Dodge	NE	68	9.6	5.5	7.9	2356.0	2070.0
1679	Douglas	NE	1471	10.8	7.4	10.9	23667.0	10979.0
1680	Dundy	NE	2	11.4	0.0	0.0	235.0	338.0
1681	Fillmore	NE	11	9.5	6.0	0.0	736.0	970.0
1682	Franklin	NE	6	11.6	0.0	0.0	348.0	592.0
1683	Frontier	NE	3	10.6	0.0	0.0	302.0	306.0
1684	Furnas	NE	7	11.1	7.8	0.0	578.0	941.0
1685	Gage	NE	27	9.7	8.0	21.7	2617.0	2918.0
1686	Garden	NE	1	12.7	0.0	0.0	164.0	405.0
1687	Garfield	NE	3	11.5	0.0	0.0	196.0	346.0
1688	Gosper	NE	4	8.0	0.0	0.0	242.0	276.0
1689	Grant	NE	1	9.3	0.0	0.0	80.0	57.0
1690	Greeley	NE	4	12.4	0.0	0.0	337.0	366.0
1691	Hall	NE	101	12.1	7.5	8.6	4512.0	2507.0
1692	Hamilton	NE	18	8.2	8.6	0.0	1156.0	973.0
1693	Harlan	NE	6	9.9	0.0	0.0	344.0	498.0
1694	Hayes	NE	1	9.0	0.0	0.0	78.0	89.0
1695	Hitchcock	NE	4	13.1	0.0	0.0	308.0	453.0
1696	Holt	NE	4	12.2	6.0	12.4	1316.0	1317.0
1697	Hooker	NE	1	9.0	0.0	0.0	79.0	138.0
1698	Howard	NE	12	10.7	4.4	0.0	760.0	683.0
1699	Jefferson	NE	14	9.5	8.0	0.0	849.0	1163.0
1700	Johnson	NE	12	9.0	0.0	0.0	459.0	603.0
1701	Kearney	NE	13	7.9	8.5	0.0	782.0	753.0
1702	Keith	NE	8	10.5	11.9	23.5	934.0	981.0
1703	Keya Paha	NE	1	13.1	0.0	0.0	117.0	99.0
1704	Kimball	NE	4	11.9	0.0	0.0	389.0	513.0
1705	Knox	NE	8	13.7	3.1	0.0	1068.0	1364.0
1706	Lancaster	NE	316	9.5	6.4	11.8	11573.0	5142.0
1707	Lincoln	NE	14	10.9	5.5	13.8	2345.0	1708.0
1708	Logan	NE	1	10.0	0.0	0.0	95.0	93.0
1709	Loup	NE	1	11.1	0.0	0.0	69.0	66.0
1710	McPherson	NE	1	12.1	0.0	0.0	48.0	30.0
1711	Madison	NE	62	11.2	6.1	11.4	2772.0	1705.0
1712	Merrick	NE	17	9.9	6.8	0.0	1006.0	948.0
1713	Morrill	NE	4	13.7	5.1	0.0	661.0	691.0
1714	Nance	NE	8	11.6	0.0	0.0	449.0	552.0
1715	Nemaha	NE	17	11.1	6.1	16.4	733.0	991.0
1716	Nuckolls	NE	8	11.1	0.0	0.0	503.0	787.0
1717	Otoe	NE	25	8.4	8.0	9.6	1814.0	1906.0
1718	Pawnee	NE	7	10.8	0.0	0.0	253.0	560.0
1719	Perkins	NE	3	10.1	0.0	0.0	303.0	406.0
1720	Phelps	NE	17	9.6	3.7	0.0	1198.0	1175.0
1721	Pierce	NE	13	9.9	7.3	0.0	909.0	905.0
1722	Platte	NE	46	8.6	7.8	8.6	2190.0	1293.0
1723	Polk	NE	12	7.4	3.4	0.0	657.0	738.0
1724	Red Willow	NE	15	10.7	5.4	18.9	1413.0	1267.0
1725	Richardson	NE	16	11.5	6.1	0.0	939.0	1527.0
1726	Rock	NE	2	14.7	0.0	0.0	155.0	217.0
1727	Saline	NE	25	8.3	5.6	10.5	1591.0	1702.0
1728	Sarpy	NE	579	5.5	5.4	10.9	6875.0	1877.0
1729	Saunders	NE	27	7.5	5.1	8.4	2403.0	1814.0
1730	Scotts Bluff	NE	50	14.4	6.8	13.8	2639.0	2163.0
1731	Seward	NE	29	7.3	3.7	10.0	1777.0	1624.0
1732	Sheridan	NE	2	13.3	9.5	0.0	713.0	875.0
1733	Sherman	NE	5	11.5	0.0	0.0	358.0	467.0
1734	Sioux	NE	1	9.7	0.0	0.0	103.0	81.0
1735	Stanton	NE	15	7.8	0.0	0.0	836.0	501.0
1736	Thayer	NE	9	10.3	5.9	0.0	569.0	996.0
1737	Thomas	NE	1	11.8	0.0	0.0	69.0	71.0
1738	Thurston	NE	19	20.3	12.3	14.8	1542.0	796.0
1739	Valley	NE	8	11.8	0.0	0.0	477.0	663.0
1740	Washington	NE	51	6.1	7.3	9.9	2120.0	1591.0
1741	Wayne	NE	21	11.3	6.5	0.0	1043.0	692.0
1742	Webster	NE	7	9.6	0.0	0.0	394.0	675.0
1743	Wheeler	NE	1	12.3	0.0	0.0	117.0	86.0
1744	York	NE	25	9.0	7.1	8.2	1733.0	1520.0
1745	Churchill	NV	5	10.4	7.5	21.7	3572.0	1995.0
1746	Clark	NV	216	11.4	6.2	18.6	71518.0	34516.0
1747	Douglas	NV	66	7.2	3.7	20.4	1890.0	1550.0
1748	Elko	NV	3	9.8	5.1	21.4	3339.0	1167.0
1749	Esmeralda	NV	0	11.8	0.0	0.0	84.0	113.0
1750	Eureka	NV	0	10.6	0.0	0.0	182.0	124.0
1751	Humboldt	NV	2	10.4	9.8	27.6	2720.0	985.0
1752	Lander	NV	1	10.5	4.3	42.6	1050.0	381.0
1753	Lincoln	NV	0	13.5	11.4	29.4	490.0	443.0
1754	Lyon	NV	24	9.7	2.3	24.5	2183.0	1773.0
1755	Mineral	NV	1	14.6	11.3	30.7	614.0	729.0
1756	Nye	NV	2	12.4	5.7	32.4	1583.0	2077.0
1757	Pershing	NV	1	13.3	3.2	25.2	682.0	372.0
1758	Storey	NV	15	5.2	0.0	30.9	113.0	182.0
1759	Washoe	NV	61	10.0	4.9	20.6	15843.0	8436.0
1760	White Pine	NV	1	13.2	5.4	35.0	1034.0	910.0
1761	Carson City	NV	391	10.3	5.2	25.9	3654.0	3042.0
1762	Belknap	NH	153	7.3	6.7	11.8	2815.0	2809.0
1763	Carroll	NH	51	7.3	5.5	16.9	1993.0	2170.0
1764	Cheshire	NH	109	7.2	3.3	11.1	3691.0	3339.0
1765	Coos	NH	19	9.7	5.8	18.5	1545.0	2099.0
1766	Grafton	NH	49	7.2	5.5	11.3	4031.0	3358.0
1767	Hillsborough	NH	458	6.3	4.1	10.9	14975.0	8197.0
1768	Merrimack	NH	157	6.3	5.8	13.0	4642.0	3488.0
1769	Rockingham	NH	425	4.5	3.8	9.5	9909.0	5634.0
1770	Strafford	NH	323	8.5	4.3	12.5	4164.0	2529.0
1771	Sullivan	NH	80	7.6	9.7	15.7	2272.0	2029.0
1772	Atlantic	NJ	483	10.8	9.6	8.5	10477.0	8217.0
1773	Bergen	NJ	3854	6.1	4.4	6.2	31845.0	22741.0
1774	Burlington	NJ	560	5.8	5.4	7.9	16166.0	11194.0
1775	Camden	NJ	2331	10.9	9.9	9.9	20851.0	14310.0
1776	Cape May	NJ	389	9.6	8.9	7.2	5145.0	6669.0
1777	Cumberland	NJ	313	14.9	11.3	6.1	6364.0	4589.0
1778	Essex	NJ	6265	14.4	8.6	5.5	36577.0	21091.0
1779	Gloucester	NJ	853	6.7	6.5	9.0	9605.0	7044.0
1780	Hudson	NJ	12926	15.0	7.4	4.8	26507.0	13726.0
1781	Hunterdon	NJ	303	3.5	3.4	8.8	4382.0	2450.0
1782	Mercer	NJ	1621	8.1	6.5	4.5	13786.0	8780.0
1783	Middlesex	NJ	2549	7.4	4.8	6.1	31989.0	16653.0
1784	Monmouth	NJ	1348	6.5	2.9	7.5	24309.0	16241.0
1785	Morris	NJ	1046	4.2	3.6	5.7	19104.0	10489.0
1786	Ocean	NJ	878	8.1	3.6	7.2	21448.0	21057.0
1787	Passaic	NJ	2693	12.6	6.0	6.6	23317.0	12091.0
1788	Salem	NJ	196	9.3	7.2	8.8	3888.0	3541.0
1789	Somerset	NJ	1050	4.7	2.8	5.3	13356.0	6253.0
1790	Sussex	NJ	294	4.8	4.4	7.3	5204.0	3038.0
1791	Union	NJ	5145	9.9	6.1	5.4	22768.0	13636.0
1792	Warren	NJ	308	6.1	5.0	8.3	6827.0	4430.0
1793	Bernalillo	NM	518	14.8	6.1	19.3	25810.0	13285.0
1794	Catron	NM	0	18.9	0.0	0.0	254.0	278.0
1795	Chaves	NM	10	21.3	7.2	22.6	4608.0	3152.0
1796	Cibola	NM	6	21.3	7.6	19.8	2115.0	1027.0
1797	Colfax	NM	4	15.6	2.8	24.7	1620.0	1390.0
1798	Curry	NM	33	18.7	7.6	14.1	4078.0	1891.0
1799	De Baca	NM	1	17.8	0.0	0.0	211.0	310.0
1800	Dona Ana	NM	50	24.5	5.3	13.0	9302.0	3526.0
1801	Eddy	NM	12	17.5	8.0	17.4	3757.0	2822.0
1802	Grant	NM	8	19.6	6.6	24.7	1969.0	1557.0
1803	Guadalupe	NM	1	20.9	5.8	0.0	563.0	418.0
1804	Harding	NM	0	13.1	0.0	0.0	51.0	96.0
1805	Hidalgo	NM	1	23.6	5.4	0.0	856.0	494.0
1806	Lea	NM	13	18.6	5.7	15.5	4570.0	2477.0
1807	Lincoln	NM	4	15.2	6.1	33.3	1986.0	1539.0
1808	Los Alamos	NM	172	3.0	4.7	13.5	1913.0	983.0
1809	Luna	NM	9	26.2	7.7	25.6	4041.0	2471.0
1810	McKinley	NM	13	30.6	9.7	19.8	6890.0	2304.0
1811	Mora	NM	3	21.2	0.0	33.1	507.0	436.0
1812	Otero	NM	10	16.5	6.5	21.4	4297.0	2316.0
1813	Quay	NM	3	21.2	8.5	21.1	1177.0	1302.0
1814	Rio Arriba	NM	7	17.9	6.5	28.1	3380.0	1675.0
1815	Roosevelt	NM	7	21.5	5.9	10.5	3089.0	1380.0
1816	Sandoval	NM	29	12.0	5.9	14.5	6432.0	2932.0
1817	San Juan	NM	23	18.4	5.9	17.6	5921.0	2355.0
1818	San Miguel	NM	6	21.7	3.2	27.1	1883.0	1285.0
1819	Santa Fe	NM	74	12.3	5.2	19.0	4800.0	2488.0
1820	Sierra	NM	3	21.2	9.0	39.1	1140.0	2187.0
1821	Socorro	NM	3	25.1	2.7	23.1	2469.0	1301.0
1822	Taos	NM	14	19.4	5.4	13.5	1836.0	1141.0
1823	Torrance	NM	5	21.5	7.7	21.2	2004.0	1053.0
1824	Union	NM	1	15.5	0.0	0.0	490.0	507.0
1825	Valencia	NM	65	16.6	6.9	15.6	4921.0	2351.0
1826	Albany	NY	568	10.8	8.3	6.9	9668.0	8491.0
1827	Allegany	NY	49	14.8	7.0	12.6	2721.0	2453.0
1828	Bronx	NY	32300	26.8	6.8	5.8	68201.0	30886.0
1829	Broome	NY	279	12.9	7.8	7.7	6302.0	6333.0
1830	Cattaraugus	NY	63	13.6	6.7	10.2	4949.0	4219.0
1831	Cayuga	NY	118	11.6	6.4	6.2	4407.0	3686.0
1832	Chautauqua	NY	128	14.9	9.0	8.4	4544.0	4522.0
1833	Chemung	NY	219	13.5	6.4	8.2	5433.0	4754.0
1834	Chenango	NY	58	13.5	7.9	6.8	2770.0	2680.0
1835	Clinton	NY	79	12.6	6.1	11.8	3954.0	3272.0
1836	Columbia	NY	100	9.8	7.5	8.5	3077.0	3463.0
1837	Cortland	NY	97	13.4	5.4	4.7	2775.0	2175.0
1838	Delaware	NY	33	12.6	7.3	10.1	2202.0	2765.0
1839	Dutchess	NY	368	8.0	5.8	4.8	9744.0	6753.0
1840	Erie	NY	891	13.0	8.3	6.6	32027.0	30099.0
1841	Essex	NY	22	11.5	7.9	14.0	1781.0	2048.0
1842	Franklin	NY	31	14.6	6.1	13.9	2295.0	2213.0
1843	Fulton	NY	112	12.7	5.8	7.9	3124.0	2906.0
1844	Genesee	NY	120	9.1	3.5	6.7	3399.0	2922.0
1845	Greene	NY	77	12.9	5.4	10.1	2219.0	2668.0
1846	Hamilton	NY	3	9.5	0.0	0.0	431.0	639.0
1847	Herkimer	NY	45	12.4	6.5	12.3	3378.0	3670.0
1848	Jefferson	NY	91	14.5	7.8	10.7	4992.0	2620.0
1849	Kings	NY	35211	23.3	6.5	4.6	119171.0	54937.0
1850	Lewis	NY	21	12.9	8.6	9.5	1635.0	1141.0
1851	Livingston	NY	102	10.8	5.5	8.0	3297.0	2519.0
1852	Madison	NY	107	10.4	6.9	10.5	3758.0	2896.0
1853	Monroe	NY	1112	12.7	6.2	6.2	26811.0	18882.0
1854	Montgomery	NY	121	13.0	6.1	10.1	2959.0	3192.0
1855	Nassau	NY	4650	5.9	4.7	4.8	48734.0	33965.0
1856	New York	NY	69390	18.6	4.9	8.2	60627.0	34423.0
1857	Niagara	NY	415	11.4	7.5	7.4	7299.0	7088.0
1858	Oneida	NY	193	12.8	8.1	8.8	7618.0	7858.0
1859	Onondaga	NY	587	12.1	10.0	6.3	17024.0	12202.0
1860	Ontario	NY	162	8.4	5.8	9.1	5654.0	4508.0
1861	Orange	NY	457	10.5	5.4	6.3	15319.0	7645.0
1862	Orleans	NY	111	12.6	4.0	8.2	2471.0	1973.0
1863	Oswego	NY	129	13.0	7.4	9.4	4172.0	3129.0
1864	Otsego	NY	63	12.6	4.3	9.4	2785.0	3011.0
1865	Putnam	NY	435	4.6	2.4	6.4	5874.0	2964.0
1866	Queens	NY	20520	15.4	5.2	4.7	92216.0	47876.0
1867	Rensselaer	NY	237	9.8	7.6	7.4	5155.0	4396.0
1868	Richmond	NY	7944	10.1	5.0	6.0	17514.0	11023.0
1869	Rockland	NY	1681	9.7	4.1	4.6	14043.0	6399.0
1870	St. Lawrence	NY	41	15.2	6.6	8.6	3657.0	3199.0
1871	Saratoga	NY	265	6.3	4.5	7.2	7389.0	4436.0
1872	Schenectady	NY	723	11.6	6.8	8.4	5318.0	4736.0
1873	Schoharie	NY	52	11.6	4.6	8.8	1510.0	1498.0
1874	Schuyler	NY	59	11.5	9.0	11.6	2130.0	1895.0
1875	Seneca	NY	107	11.3	6.0	0.0	1829.0	1634.0
1876	Steuben	NY	71	13.6	6.9	10.6	5832.0	5147.0
1877	Suffolk	NY	1617	7.3	5.2	5.2	59799.0	34425.0
1878	Sullivan	NY	79	13.5	9.4	12.5	4244.0	3804.0
1879	Tioga	NY	99	9.6	7.3	7.9	3003.0	2090.0
1880	Tompkins	NY	210	12.9	6.3	11.0	4427.0	2987.0
1881	Ulster	NY	162	10.6	4.6	7.7	5439.0	4809.0
1882	Warren	NY	75	10.0	6.1	8.9	3257.0	3003.0
1883	Washington	NY	75	11.0	6.0	12.9	3165.0	3017.0
1884	Wayne	NY	155	10.1	6.1	8.9	5766.0	4007.0
1885	Westchester	NY	2174	8.7	4.5	4.8	38104.0	22249.0
1886	Wyoming	NY	72	10.0	7.9	9.8	2146.0	1850.0
1887	Yates	NY	73	12.8	8.2	5.9	3129.0	2596.0
1888	Alamance	NC	327	11.3	9.5	7.1	5555.0	3961.0
1889	Alexander	NC	136	10.4	5.1	18.4	2143.0	1418.0
1890	Alleghany	NC	46	15.7	4.4	16.8	981.0	1355.0
1891	Anson	NC	48	17.9	15.0	12.9	3368.0	2820.0
1892	Ashe	NC	59	14.0	12.3	17.9	2517.0	2859.0
1893	Avery	NC	71	15.0	6.5	20.1	1757.0	1833.0
1894	Beaufort	NC	56	17.4	12.5	14.0	3122.0	2697.0
1895	Bertie	NC	28	20.6	11.9	6.5	2638.0	2623.0
1896	Bladen	NC	38	19.2	10.0	17.6	2302.0	1966.0
1897	Brunswick	NC	104	13.3	6.6	14.1	4269.0	3677.0
1898	Buncombe	NC	334	13.4	7.7	12.7	7559.0	6641.0
1899	Burke	NC	176	13.6	7.7	17.7	5352.0	4141.0
1900	Cabarrus	NC	412	10.2	7.8	10.6	6703.0	3516.0
1901	Caldwell	NC	168	13.0	8.8	12.1	4895.0	3854.0
1902	Camden	NC	37	8.6	8.9	14.6	639.0	650.0
1903	Carteret	NC	120	11.7	9.0	19.1	2994.0	3454.0
1904	Caswell	NC	56	14.8	14.3	12.5	2484.0	2409.0
1905	Catawba	NC	379	10.9	7.6	15.8	6171.0	3936.0
1906	Chatham	NC	85	9.6	5.6	7.0	3365.0	2431.0
1907	Cherokee	NC	57	15.3	8.1	15.1	2594.0	2918.0
1908	Chowan	NC	84	16.1	9.1	0.0	1986.0	1785.0
1909	Clay	NC	45	12.7	7.6	19.9	726.0	1050.0
1910	Cleveland	NC	212	14.8	10.8	14.4	6287.0	5006.0
1911	Columbus	NC	58	20.3	11.5	10.9	3987.0	3186.0
1912	Craven	NC	128	13.7	7.2	10.8	7896.0	4208.0
1913	Cumberland	NC	467	16.6	10.9	13.9	16032.0	6135.0
1914	Currituck	NC	88	9.5	11.1	17.2	1991.0	1612.0
1915	Dare	NC	88	7.9	8.8	12.8	1811.0	1276.0
1916	Davidson	NC	280	12.7	8.1	11.5	5771.0	4246.0
1917	Davie	NC	148	9.0	12.3	6.9	2196.0	1714.0
1918	Duplin	NC	64	17.6	8.7	8.8	3912.0	2574.0
1919	Durham	NC	836	14.2	6.2	11.4	11701.0	5048.0
1920	Edgecombe	NC	107	19.9	11.4	8.5	3936.0	3083.0
1921	Forsyth	NC	796	13.2	8.4	10.2	13793.0	8288.0
1922	Franklin	NC	111	12.8	7.1	13.9	3223.0	2151.0
1923	Gaston	NC	551	14.2	8.5	17.4	7654.0	5865.0
1924	Gates	NC	33	13.7	8.2	0.0	1100.0	1177.0
1925	Graham	NC	28	16.9	3.4	14.5	976.0	986.0
1926	Granville	NC	101	13.6	8.0	6.6	2997.0	2203.0
1927	Greene	NC	75	17.4	11.5	11.2	2353.0	1670.0
1928	Guilford	NC	683	14.3	8.7	10.1	17640.0	10440.0
1929	Halifax	NC	77	22.1	9.0	12.3	3790.0	3310.0
1930	Harnett	NC	174	15.2	7.9	10.7	7184.0	3664.0
1931	Haywood	NC	102	13.3	6.0	22.1	2827.0	3269.0
1932	Henderson	NC	260	11.4	5.9	11.8	5403.0	5521.0
1933	Hertford	NC	67	19.5	17.5	7.0	2896.0	2813.0
1934	Hoke	NC	105	16.4	9.2	5.8	3380.0	1211.0
1935	Hyde	NC	9	19.1	15.9	16.5	558.0	677.0
1936	Iredell	NC	245	10.2	8.5	10.7	5876.0	3387.0
1937	Jackson	NC	72	15.0	8.3	11.7	1808.0	1557.0
1938	Johnston	NC	185	12.6	7.7	13.3	6353.0	2956.0
1939	Jones	NC	22	16.0	10.3	12.4	994.0	1171.0
1940	Lee	NC	217	13.2	6.9	9.5	4177.0	2378.0
1941	Lenoir	NC	145	17.1	13.4	15.3	4043.0	3586.0
1942	Lincoln	NC	234	10.7	7.3	14.1	4405.0	2810.0
1943	McDowell	NC	98	12.6	8.9	13.1	2135.0	1811.0
1944	Macon	NC	62	13.1	9.0	15.6	1552.0	1904.0
1945	Madison	NC	45	15.2	5.6	15.5	2180.0	2097.0
1946	Martin	NC	53	18.5	9.9	13.6	2123.0	1954.0
1947	Mecklenburg	NC	1513	12.0	7.6	10.4	36551.0	13844.0
1948	Mitchell	NC	71	14.1	9.0	14.9	1607.0	1975.0
1949	Montgomery	NC	56	15.5	6.7	13.8	3933.0	2509.0
1950	Moore	NC	117	12.2	8.4	9.9	4523.0	4355.0
1951	Nash	NC	169	14.2	9.6	10.2	6138.0	4409.0
1952	New Hanover	NC	903	13.4	5.4	11.9	6151.0	4339.0
1953	Northampton	NC	40	20.2	17.6	9.7	2544.0	2785.0
1954	Onslow	NC	199	16.7	9.5	9.9	9418.0	2329.0
1955	Orange	NC	296	11.6	9.6	10.1	4052.0	2102.0
1956	Pamlico	NC	38	15.5	5.1	7.1	1101.0	1438.0
1957	Pasquotank	NC	169	16.6	7.7	6.0	2324.0	1851.0
1958	Pender	NC	53	14.1	5.5	10.9	2365.0	1870.0
1959	Perquimans	NC	49	15.7	14.4	17.4	1154.0	1409.0
1960	Person	NC	95	12.5	10.0	18.0	2291.0	1876.0
1961	Pitt	NC	219	17.5	12.4	13.9	5976.0	3166.0
1962	Polk	NC	80	10.2	11.0	18.8	1700.0	2547.0
1963	Randolph	NC	176	11.0	9.0	12.1	5448.0	3421.0
1964	Richmond	NC	99	18.6	9.3	15.7	3243.0	2670.0
1965	Robeson	NC	134	22.4	10.0	9.7	6129.0	3619.0
1966	Rockingham	NC	164	12.9	8.7	17.6	5780.0	5187.0
1967	Rowan	NC	264	12.1	8.6	15.9	5025.0	3986.0
1968	Rutherford	NC	113	15.2	11.4	18.3	4038.0	3749.0
1969	Sampson	NC	67	16.9	9.4	11.5	4567.0	3141.0
1970	Scotland	NC	117	18.8	12.5	11.0	2487.0	1764.0
1971	Stanly	NC	149	12.4	9.7	11.1	3699.0	3013.0
1972	Stokes	NC	101	11.0	5.9	15.2	2538.0	2085.0
1973	Surry	NC	135	14.3	7.5	16.5	4693.0	3870.0
1974	Swain	NC	25	15.5	6.6	13.1	1700.0	1536.0
1975	Transylvania	NC	78	12.2	8.7	12.8	1377.0	1809.0
1976	Tyrrell	NC	11	21.9	13.2	0.0	407.0	455.0
1977	Union	NC	256	9.3	6.0	10.3	7030.0	2689.0
1978	Vance	NC	173	19.3	13.6	9.1	3541.0	2388.0
1979	Wake	NC	900	8.7	5.8	9.3	32741.0	10269.0
1980	Warren	NC	46	19.5	12.2	10.5	2033.0	2248.0
1981	Washington	NC	38	19.7	13.1	13.9	1725.0	1596.0
1982	Watauga	NC	136	14.7	5.8	15.9	1725.0	1478.0
1983	Wayne	NC	207	15.0	9.2	9.3	5106.0	3116.0
1984	Wilkes	NC	89	13.6	6.9	13.2	4347.0	3323.0
1985	Wilson	NC	206	16.7	11.4	13.1	5356.0	3739.0
1986	Yadkin	NC	112	11.3	6.2	15.8	2402.0	1867.0
1987	Yancey	NC	58	15.6	3.7	9.5	1815.0	1760.0
1988	Adams	ND	2	10.0	0.0	0.0	205.0	405.0
1989	Barnes	ND	7	10.3	12.1	18.0	1189.0	1514.0
1990	Benson	ND	5	22.5	6.1	29.3	1256.0	684.0
1991	Billings	ND	1	11.0	0.0	0.0	80.0	48.0
1992	Bottineau	ND	4	10.5	10.1	0.0	557.0	1001.0
1993	Bowman	ND	3	8.4	0.0	0.0	296.0	461.0
1994	Burke	ND	2	10.6	0.0	0.0	169.0	284.0
1995	Burleigh	ND	45	8.5	7.6	11.2	4331.0	2633.0
1996	Cass	ND	74	8.7	4.4	9.7	5283.0	2405.0
1997	Cavalier	ND	3	9.6	0.0	22.0	404.0	686.0
1998	Dickey	ND	5	12.5	3.5	0.0	635.0	807.0
1999	Divide	ND	2	10.1	0.0	0.0	139.0	450.0
2000	Dunn	ND	2	12.2	0.0	0.0	337.0	408.0
2001	Eddy	ND	4	9.5	0.0	0.0	260.0	462.0
2002	Emmons	ND	3	13.1	0.0	0.0	422.0	564.0
2003	Foster	ND	6	8.4	0.0	0.0	392.0	598.0
2004	Golden Valley	ND	2	12.4	0.0	0.0	188.0	182.0
2005	Grand Forks	ND	46	11.0	5.0	10.8	4232.0	2168.0
2006	Grant	ND	2	16.4	0.0	0.0	222.0	409.0
2007	Griggs	ND	4	9.8	0.0	0.0	223.0	467.0
2008	Hettinger	ND	2	11.3	0.0	0.0	218.0	408.0
2009	Kidder	ND	2	12.3	0.0	0.0	244.0	369.0
2010	LaMoure	ND	4	10.5	0.0	0.0	418.0	580.0
2011	Logan	ND	2	11.6	0.0	0.0	223.0	319.0
2012	McHenry	ND	3	13.3	7.9	15.4	560.0	708.0
2013	McIntosh	ND	3	13.2	0.0	0.0	289.0	689.0
2014	McKenzie	ND	2	13.7	23.7	25.6	662.0	602.0
2015	McLean	ND	4	11.6	5.5	12.4	811.0	1217.0
2016	Mercer	ND	8	7.4	5.6	13.1	809.0	769.0
2017	Morton	ND	13	9.5	8.5	10.1	3019.0	2217.0
2018	Mountrail	ND	4	13.6	15.7	14.6	922.0	929.0
2019	Nelson	ND	3	9.5	0.0	0.0	277.0	758.0
2020	Oliver	ND	3	8.9	0.0	0.0	156.0	120.0
2021	Pembina	ND	7	8.6	9.2	19.6	846.0	992.0
2022	Pierce	ND	4	11.0	11.6	0.0	476.0	700.0
2023	Ramsey	ND	10	12.7	9.6	16.8	1513.0	1600.0
2024	Ransom	ND	7	8.2	1.8	0.0	621.0	941.0
2025	Renville	ND	3	10.0	0.0	0.0	231.0	334.0
2026	Richland	ND	12	9.7	5.4	9.4	2074.0	1638.0
2027	Rolette	ND	15	23.9	13.2	19.1	2798.0	1166.0
2028	Sargent	ND	5	7.5	0.0	0.0	477.0	419.0
2029	Sheridan	ND	1	15.8	0.0	0.0	108.0	183.0
